Date,district_name,tasmax,pr,tasmax_c,district,tmax_95th,sm_5th,heat_stress,moist_stress,csi_score,year
2030-01-05,chhindwara,297.14879192205154,0.0,23.998791922051566,chhindwara,41.81,0.58,False,True,0.5,2030
2030-01-05,damoh,297.2207383283114,0.0,24.07073832831145,damoh,43.881,0.57,False,True,0.5,2030
2030-01-05,datia,295.85685699113964,0.0,22.70685699113966,datia,45.011,0.34,False,True,0.5,2030
2030-01-05,dewas,300.2131403878032,0.0,27.06314038780323,dewas,43.651,0.59,False,True,0.5,2030
2030-01-05,dhar,301.86387574397315,0.0,28.713875743973176,dhar,42.690999999999995,0.59,False,True,0.5,2030
2030-01-05,dindori,295.3133837487963,0.0,22.16338374879632,dindori,41.05,0.48,False,True,0.5,2030
2030-01-05,eastnimar,301.61747472809594,0.0,28.467474728095965,eastnimar,43.75,0.59,False,True,0.5,2030
2030-01-05,guna,296.8859567460752,0.0,23.735956746075203,guna,43.01,0.57,False,True,0.5,2030
2030-01-05,gwalior,295.80138528506575,0.0,22.65138528506577,gwalior,44.550999999999995,0.34,False,True,0.5,2030
2030-01-05,harda,300.012060684173,0.0,26.862060684173002,harda,43.75,0.59,False,True,0.5,2030
2030-01-05,hoshangabad,298.59701760684743,0.0,25.447017606847453,hoshangabad,42.78,0.5,False,True,0.5,2030
2030-01-05,indore,300.56816209000095,0.0,27.418162090000976,indore,42.841,0.59,False,True,0.5,2030
2030-01-05,jabalpur,297.34133550903056,0.0,24.19133550903058,jabalpur,43.351,0.59,False,True,0.5,2030
2030-01-05,jhabua,301.7040772738245,0.0,28.554077273824532,jhabua,42.52,0.56,False,True,0.5,2030
2030-01-05,katni,296.79730740071557,0.0,23.64730740071559,katni,43.09,0.59,False,True,0.5,2030
2030-01-05,mandla,296.997084007847,0.0,23.847084007847002,mandla,42.11199999999999,0.58,False,True,0.5,2030
2030-01-05,mandsaur,298.7861231734557,0.0,25.6361231734557,mandsaur,42.721,0.58,False,True,0.5,2030
2030-01-05,morena,296.0863085708486,0.0,22.93630857084861,morena,45.021,0.33,False,True,0.5,2030
2030-01-05,narsimhapur,297.5590105601002,0.0,24.409010560100228,narsimhapur,43.8,0.59,False,True,0.5,2030
2030-01-05,neemuch,298.3155825849656,0.0,25.165582584965648,neemuch,42.230999999999995,0.47,False,True,0.5,2030
2030-01-05,panna,296.56309855092354,0.0,23.413098550923564,panna,43.781,0.46,False,True,0.5,2030
2030-01-05,raisen,297.90227065371334,0.0,24.752270653713367,raisen,44.15,0.59,False,True,0.5,2030
2030-01-05,rajgarh,298.24780221108927,0.0,25.097802211089288,rajgarh,43.641,0.59,False,True,0.5,2030
2030-01-05,ratlam,300.19023642828245,0.0,27.04023642828247,ratlam,42.301999999999985,0.59,False,True,0.5,2030
2030-01-05,rewa,296.348799857784,0.0,23.198799857784024,rewa,44.761,0.45,False,True,0.5,2030
2030-01-05,sagar,297.3077347041425,0.0,24.157734704142513,sagar,43.43,0.58,False,True,0.5,2030
2030-01-05,satna,296.332772856161,0.0,23.182772856161023,satna,43.79,0.46,False,True,0.5,2030
2030-01-05,sehore,298.98010656692253,0.0,25.830106566922552,sehore,43.28,0.59,False,True,0.5,2030
