Date,District,LST,SSM,NDVI
2018-06-26,Ratlam,,,4857.4
2018-06-30,Ratlam,,4857.4,
2018-07-31,Ratlam,,4857.4,
2018-08-31,Ratlam,,4857.4,
2018-09-30,Ratlam,,4857.4,
2018-10-31,Ratlam,,4857.4,
2018-11-30,Ratlam,,4857.4,
2018-12-31,Ratlam,,4857.4,
2018-01-01,Rewa,,,6297.64
2018-01-17,Rewa,,,6297.64
2018-01-31,Rewa,,6297.64,
2018-02-02,Rewa,,,6297.64
2018-02-18,Rewa,,,6297.64
2018-02-28,Rewa,,6297.64,
2018-03-06,Rewa,,,6297.64
2018-03-22,Rewa,,,6297.64
2018-04-07,Rewa,,,6297.64
2018-04-23,Rewa,,,6297.64
2018-04-30,Rewa,,6297.64,
2018-05-09,Rewa,,,6297.64
2018-05-25,Rewa,,,6297.64
2018-05-31,Rewa,,6297.64,
2018-06-10,Rewa,,,6297.64
2018-06-26,Rewa,,,6297.64
2018-06-30,Rewa,,6297.64,
2018-07-31,Rewa,,6297.64,
2018-08-31,Rewa,,6297.64,
2018-09-30,Rewa,,6297.64,
2018-10-31,Rewa,,6297.64,
2018-11-30,Rewa,,6297.64,
2018-12-31,Rewa,,6297.64,
2018-01-31,Rohtas,3846.647,,
2018-02-28,Rohtas,3846.647,,
2018-03-31,Rohtas,3846.647,,
2018-04-30,Rohtas,3846.647,,
2018-05-31,Rohtas,3846.647,,
2018-06-30,Rohtas,3846.647,,
2018-07-31,Rohtas,3846.647,,
2018-08-31,Rohtas,3846.647,,
2018-09-30,Rohtas,3846.647,,
2018-10-31,Rohtas,3846.647,,
2018-11-30,Rohtas,3846.647,,
2018-12-31,Rohtas,3846.647,,
2018-01-01,Sagar,,,10267.71
2018-01-17,Sagar,,,10267.71
2018-01-31,Sagar,,10267.71,
2018-02-02,Sagar,,,10267.71
2018-02-18,Sagar,,,10267.71
2018-02-28,Sagar,,10267.71,
2018-03-06,Sagar,,,10267.71
2018-03-22,Sagar,,,10267.71
2018-04-07,Sagar,,,10267.71
2018-04-23,Sagar,,,10267.71
2018-04-30,Sagar,,10267.71,
2018-05-09,Sagar,,,10267.71
2018-05-25,Sagar,,,10267.71
2018-05-31,Sagar,,10267.71,
2018-06-10,Sagar,,,10267.71
2018-06-26,Sagar,,,10267.71
2018-06-30,Sagar,,10267.71,
2018-07-31,Sagar,,10267.71,
2018-08-31,Sagar,,10267.71,
2018-09-30,Sagar,,10267.71,
2018-10-31,Sagar,,10267.71,
2018-11-30,Sagar,,10267.71,
2018-12-31,Sagar,,10267.71,
2018-01-31,Saharsa,1668.347,,
2018-02-28,Saharsa,1668.347,,
2018-03-31,Saharsa,1668.347,,
2018-04-30,Saharsa,1668.347,,
2018-05-31,Saharsa,1668.347,,
2018-06-30,Saharsa,1668.347,,
2018-07-31,Saharsa,1668.347,,
2018-08-31,Saharsa,1668.347,,
2018-09-30,Saharsa,1668.347,,
2018-10-31,Saharsa,1668.347,,
2018-11-30,Saharsa,1668.347,,
2018-12-31,Saharsa,1668.347,,
2018-01-31,Samastipur,2673.874,,
2018-02-28,Samastipur,2673.874,,
2018-03-31,Samastipur,2673.874,,
2018-04-30,Samastipur,2673.874,,
2018-05-31,Samastipur,2673.874,,
2018-06-30,Samastipur,2673.874,,
2018-07-31,Samastipur,2673.874,,
2018-08-31,Samastipur,2673.874,,
2018-09-30,Samastipur,2673.874,,
2018-10-31,Samastipur,2673.874,,
2018-11-30,Samastipur,2673.874,,
2018-12-31,Samastipur,2673.874,,
2018-01-31,Saran,2641.11,,
2018-02-28,Saran,2641.11,,
2018-03-31,Saran,2641.11,,
2018-04-30,Saran,2641.11,,
2018-05-31,Saran,2641.11,,
2018-06-30,Saran,2641.11,,
2018-07-31,Saran,2641.11,,
2018-08-31,Saran,2641.11,,
2018-09-30,Saran,2641.11,,
2018-10-31,Saran,2641.11,,
2018-11-30,Saran,2641.11,,
2018-12-31,Saran,2641.11,,
2018-01-01,Satna,,,7525.17
2018-01-17,Satna,,,7525.17
2018-01-31,Satna,,7525.17,
2018-02-02,Satna,,,7525.17
2018-02-18,Satna,,,7525.17
2018-02-28,Satna,,7525.17,
2018-03-06,Satna,,,7525.17
2018-03-22,Satna,,,7525.17
2018-04-07,Satna,,,7525.17
2018-04-23,Satna,,,7525.17
2018-04-30,Satna,,7525.17,
2018-05-09,Satna,,,7525.17
2018-05-25,Satna,,,7525.17
2018-05-31,Satna,,7525.17,
2018-06-10,Satna,,,7525.17
2018-06-26,Satna,,,7525.17
2018-06-30,Satna,,7525.17,
2018-07-31,Satna,,7525.17,
2018-08-31,Satna,,7525.17,
2018-09-30,Satna,,7525.17,
2018-10-31,Satna,,7525.17,
2018-11-30,Satna,,7525.17,
2018-12-31,Satna,,7525.17,
2018-01-01,Sehore,,,6568.53
2018-01-17,Sehore,,,6568.53
2018-01-31,Sehore,,6568.53,
2018-02-02,Sehore,,,6568.53
2018-02-18,Sehore,,,6568.53
2018-02-28,Sehore,,6568.53,
2018-03-06,Sehore,,,6568.53
2018-03-22,Sehore,,,6568.53
2018-04-07,Sehore,,,6568.53
2018-04-23,Sehore,,,6568.53
2018-04-30,Sehore,,6568.53,
2018-05-09,Sehore,,,6568.53
2018-05-25,Sehore,,,6568.53
2018-05-31,Sehore,,6568.53,
2018-06-10,Sehore,,,6568.53
2018-06-26,Sehore,,,6568.53
2018-06-30,Sehore,,6568.53,
2018-07-31,Sehore,,6568.53,
2018-08-31,Sehore,,6568.53,
2018-09-30,Sehore,,6568.53,
2018-10-31,Sehore,,6568.53,
2018-11-30,Sehore,,6568.53,
2018-12-31,Sehore,,6568.53,
2018-01-01,Seoni,,,8760.59
2018-01-17,Seoni,,,8760.59
2018-01-31,Seoni,,8760.59,
2018-02-02,Seoni,,,8760.59
2018-02-18,Seoni,,,8760.59
2018-02-28,Seoni,,8760.59,
2018-03-06,Seoni,,,8760.59
2018-03-22,Seoni,,,8760.59
2018-04-07,Seoni,,,8760.59
2018-04-23,Seoni,,,8760.59
2018-04-30,Seoni,,8760.59,
2018-05-09,Seoni,,,8760.59
2018-05-25,Seoni,,,8760.59
2018-05-31,Seoni,,8760.59,
2018-06-10,Seoni,,,8760.59
2018-06-26,Seoni,,,8760.59
2018-06-30,Seoni,,8760.59,
2018-07-31,Seoni,,8760.59,
2018-08-31,Seoni,,8760.59,
2018-09-30,Seoni,,8760.59,
2018-10-31,Seoni,,8760.59,
2018-11-30,Seoni,,8760.59,
2018-12-31,Seoni,,8760.59,
2018-01-01,Shahdol,,,5680.67
2018-01-17,Shahdol,,,5680.67
2018-01-31,Shahdol,,5680.67,
2018-02-02,Shahdol,,,5680.67
2018-02-18,Shahdol,,,5680.67
2018-02-28,Shahdol,,5680.67,
2018-03-06,Shahdol,,,5680.67
2018-03-22,Shahdol,,,5680.67
2018-04-07,Shahdol,,,5680.67
2018-04-23,Shahdol,,,5680.67
2018-04-30,Shahdol,,5680.67,
2018-05-09,Shahdol,,,5680.67
2018-05-25,Shahdol,,,5680.67
2018-05-31,Shahdol,,5680.67,
2018-06-10,Shahdol,,,5680.67
2018-06-26,Shahdol,,,5680.67
2018-06-30,Shahdol,,5680.67,
2018-07-31,Shahdol,,5680.67,
2018-08-31,Shahdol,,5680.67,
2018-09-30,Shahdol,,5680.67,
2018-10-31,Shahdol,,5680.67,
2018-11-30,Shahdol,,5680.67,
2018-12-31,Shahdol,,5680.67,
2018-01-01,Shajapur,,,3462.12
2018-01-17,Shajapur,,,3462.12
2018-01-31,Shajapur,,3462.12,
2018-02-02,Shajapur,,,3462.12
2018-02-18,Shajapur,,,3462.12
2018-02-28,Shajapur,,3462.12,
2018-03-06,Shajapur,,,3462.12
2018-03-22,Shajapur,,,3462.12
2018-04-07,Shajapur,,,3462.12
2018-04-23,Shajapur,,,3462.12
2018-04-30,Shajapur,,3462.12,
2018-05-09,Shajapur,,,3462.12
2018-05-25,Shajapur,,,3462.12
2018-05-31,Shajapur,,3462.12,
2018-06-10,Shajapur,,,3462.12
2018-06-26,Shajapur,,,3462.12
2018-06-30,Shajapur,,3462.12,
2018-07-31,Shajapur,,3462.12,
2018-08-31,Shajapur,,3462.12,
2018-09-30,Shajapur,,3462.12,
2018-10-31,Shajapur,,3462.12,
2018-11-30,Shajapur,,3462.12,
2018-12-31,Shajapur,,3462.12,
2018-01-31,Sheikhpura,678.588,,
2018-02-28,Sheikhpura,678.588,,
2018-03-31,Sheikhpura,678.588,,
2018-04-30,Sheikhpura,678.588,,
2018-05-31,Sheikhpura,678.588,,
2018-06-30,Sheikhpura,678.588,,
2018-07-31,Sheikhpura,678.588,,
2018-08-31,Sheikhpura,678.588,,
2018-09-30,Sheikhpura,678.588,,
2018-10-31,Sheikhpura,678.588,,
2018-11-30,Sheikhpura,678.588,,
2018-12-31,Sheikhpura,678.588,,
2018-01-31,Sheohar,444.561,,
2018-02-28,Sheohar,444.561,,
2018-03-31,Sheohar,444.561,,
2018-04-30,Sheohar,444.561,,
2018-05-31,Sheohar,444.561,,
2018-06-30,Sheohar,444.561,,
2018-07-31,Sheohar,444.561,,
2018-08-31,Sheohar,444.561,,
2018-09-30,Sheohar,444.561,,
2018-10-31,Sheohar,444.561,,
2018-11-30,Sheohar,444.561,,
2018-12-31,Sheohar,444.561,,
2018-01-01,Sheopur,,,6615.72
2018-01-17,Sheopur,,,6615.72
2018-01-31,Sheopur,,6615.72,
2018-02-02,Sheopur,,,6615.72
2018-02-18,Sheopur,,,6615.72
2018-02-28,Sheopur,,6615.72,
2018-03-06,Sheopur,,,6615.72
2018-03-22,Sheopur,,,6615.72
2018-04-07,Sheopur,,,6615.72
2018-04-23,Sheopur,,,6615.72
2018-04-30,Sheopur,,6615.72,
2018-05-09,Sheopur,,,6615.72
2018-05-25,Sheopur,,,6615.72
2018-05-31,Sheopur,,6615.72,
2018-06-10,Sheopur,,,6615.72
2018-06-26,Sheopur,,,6615.72
2018-06-30,Sheopur,,6615.72,
2018-07-31,Sheopur,,6615.72,
2018-08-31,Sheopur,,6615.72,
2018-09-30,Sheopur,,6615.72,
2018-10-31,Sheopur,,6615.72,
2018-11-30,Sheopur,,6615.72,
2018-12-31,Sheopur,,6615.72,
2018-01-01,Shivpuri,,,10285.38
2018-01-17,Shivpuri,,,10285.38
2018-01-31,Shivpuri,,10285.38,
2018-02-02,Shivpuri,,,10285.38
2018-02-18,Shivpuri,,,10285.38
2018-02-28,Shivpuri,,10285.38,
2018-03-06,Shivpuri,,,10285.38
2018-03-22,Shivpuri,,,10285.38
2018-04-07,Shivpuri,,,10285.38
2018-04-23,Shivpuri,,,10285.38
2018-04-30,Shivpuri,,10285.38,
2018-05-09,Shivpuri,,,10285.38
2018-05-25,Shivpuri,,,10285.38
2018-05-31,Shivpuri,,10285.38,
2018-06-10,Shivpuri,,,10285.38
2018-06-26,Shivpuri,,,10285.38
2018-06-30,Shivpuri,,10285.38,
2018-07-31,Shivpuri,,10285.38,
2018-08-31,Shivpuri,,10285.38,
2018-09-30,Shivpuri,,10285.38,
2018-10-31,Shivpuri,,10285.38,
2018-11-30,Shivpuri,,10285.38,
2018-12-31,Shivpuri,,10285.38,
2018-01-01,Sidhi,,,4775.73
2018-01-17,Sidhi,,,4775.73
2018-01-31,Sidhi,,4775.73,
2018-02-02,Sidhi,,,4775.73
2018-02-18,Sidhi,,,4775.73
2018-02-28,Sidhi,,4775.73,
2018-03-06,Sidhi,,,4775.73
2018-03-22,Sidhi,,,4775.73
2018-04-07,Sidhi,,,4775.73
2018-04-23,Sidhi,,,4775.73
2018-04-30,Sidhi,,4775.73,
2018-05-09,Sidhi,,,4775.73
2018-05-25,Sidhi,,,4775.73
2018-05-31,Sidhi,,4775.73,
2018-06-10,Sidhi,,,4775.73
2018-06-26,Sidhi,,,4775.73
2018-06-30,Sidhi,,4775.73,
2018-07-31,Sidhi,,4775.73,
2018-08-31,Sidhi,,4775.73,
2018-09-30,Sidhi,,4775.73,
2018-10-31,Sidhi,,4775.73,
2018-11-30,Sidhi,,4775.73,
2018-12-31,Sidhi,,4775.73,
2018-01-01,Singrauli,,,5766.07
2018-01-17,Singrauli,,,5766.07
2018-01-31,Singrauli,,5766.07,
2018-02-02,Singrauli,,,5766.07
2018-02-18,Singrauli,,,5766.07
2018-02-28,Singrauli,,5766.07,
2018-03-06,Singrauli,,,5766.07
2018-03-22,Singrauli,,,5766.07
2018-04-07,Singrauli,,,5766.07
2018-04-23,Singrauli,,,5766.07
2018-04-30,Singrauli,,5766.07,
2018-05-09,Singrauli,,,5766.07
2018-05-25,Singrauli,,,5766.07
2018-05-31,Singrauli,,5766.07,
2018-06-10,Singrauli,,,5766.07
2018-06-26,Singrauli,,,5766.07
2018-06-30,Singrauli,,5766.07,
2018-07-31,Singrauli,,5766.07,
2018-08-31,Singrauli,,5766.07,
2018-09-30,Singrauli,,5766.07,
2018-10-31,Singrauli,,5766.07,
2018-11-30,Singrauli,,5766.07,
2018-12-31,Singrauli,,5766.07,
2018-01-31,Sitamarhi,2189.648,,
2018-02-28,Sitamarhi,2189.648,,
2018-03-31,Sitamarhi,2189.648,,
2018-04-30,Sitamarhi,2189.648,,
2018-05-31,Sitamarhi,2189.648,,
2018-06-30,Sitamarhi,2189.648,,
2018-07-31,Sitamarhi,2189.648,,
2018-08-31,Sitamarhi,2189.648,,
2018-09-30,Sitamarhi,2189.648,,
2018-10-31,Sitamarhi,2189.648,,
2018-11-30,Sitamarhi,2189.648,,
2018-12-31,Sitamarhi,2189.648,,
2018-01-31,Siwan,2220.292,,
2018-02-28,Siwan,2220.292,,
2018-03-31,Siwan,2220.292,,
2018-04-30,Siwan,2220.292,,
2018-05-31,Siwan,2220.292,,
2018-06-30,Siwan,2220.292,,
2018-07-31,Siwan,2220.292,,
2018-08-31,Siwan,2220.292,,
2018-09-30,Siwan,2220.292,,
2018-10-31,Siwan,2220.292,,
2018-11-30,Siwan,2220.292,,
2018-12-31,Siwan,2220.292,,
2018-01-31,Supaul,2421.481,,
2018-02-28,Supaul,2421.481,,
2018-03-31,Supaul,2421.481,,
2018-04-30,Supaul,2421.481,,
2018-05-31,Supaul,2421.481,,
2018-06-30,Supaul,2421.481,,
2018-07-31,Supaul,2421.481,,
2018-08-31,Supaul,2421.481,,
2018-09-30,Supaul,2421.481,,
2018-10-31,Supaul,2421.481,,
2018-11-30,Supaul,2421.481,,
2018-12-31,Supaul,2421.481,,
2018-01-01,Tikamgarh,,,3723.07
2018-01-17,Tikamgarh,,,3723.07
2018-01-31,Tikamgarh,,3723.07,
2018-02-02,Tikamgarh,,,3723.07
2018-02-18,Tikamgarh,,,3723.07
2018-02-28,Tikamgarh,,3723.07,
2018-03-06,Tikamgarh,,,3723.07
2018-03-22,Tikamgarh,,,3723.07
2018-04-07,Tikamgarh,,,3723.07
2018-04-23,Tikamgarh,,,3723.07
2018-04-30,Tikamgarh,,3723.07,
2018-05-09,Tikamgarh,,,3723.07
2018-05-25,Tikamgarh,,,3723.07
2018-05-31,Tikamgarh,,3723.07,
2018-06-10,Tikamgarh,,,3723.07
2018-06-26,Tikamgarh,,,3723.07
2018-06-30,Tikamgarh,,3723.07,
2018-07-31,Tikamgarh,,3723.07,
2018-08-31,Tikamgarh,,3723.07,
2018-09-30,Tikamgarh,,3723.07,
2018-10-31,Tikamgarh,,3723.07,
2018-11-30,Tikamgarh,,3723.07,
2018-12-31,Tikamgarh,,3723.07,
2018-01-01,Ujjain,,,6101.55
2018-01-17,Ujjain,,,6101.55
2018-01-31,Ujjain,,6101.55,
2018-02-02,Ujjain,,,6101.55
2018-02-18,Ujjain,,,6101.55
2018-02-28,Ujjain,,6101.55,
2018-03-06,Ujjain,,,6101.55
2018-03-22,Ujjain,,,6101.55
2018-04-07,Ujjain,,,6101.55
2018-04-23,Ujjain,,,6101.55
2018-04-30,Ujjain,,6101.55,
2018-05-09,Ujjain,,,6101.55
2018-05-25,Ujjain,,,6101.55
2018-05-31,Ujjain,,6101.55,
2018-06-10,Ujjain,,,6101.55
2018-06-26,Ujjain,,,6101.55
2018-06-30,Ujjain,,6101.55,
2018-07-31,Ujjain,,6101.55,
2018-08-31,Ujjain,,6101.55,
2018-09-30,Ujjain,,6101.55,
2018-10-31,Ujjain,,6101.55,
2018-11-30,Ujjain,,6101.55,
2018-12-31,Ujjain,,6101.55,
2018-01-01,Umaria,,,4578.34
2018-01-17,Umaria,,,4578.34
2018-01-31,Umaria,,4578.34,
2018-02-02,Umaria,,,4578.34
2018-02-18,Umaria,,,4578.34
2018-02-28,Umaria,,4578.34,
2018-03-06,Umaria,,,4578.34
2018-03-22,Umaria,,,4578.34
2018-04-07,Umaria,,,4578.34
2018-04-23,Umaria,,,4578.34
2018-04-30,Umaria,,4578.34,
2018-05-09,Umaria,,,4578.34
2018-05-25,Umaria,,,4578.34
2018-05-31,Umaria,,4578.34,
2018-06-10,Umaria,,,4578.34
2018-06-26,Umaria,,,4578.34
2018-06-30,Umaria,,4578.34,
2018-07-31,Umaria,,4578.34,
2018-08-31,Umaria,,4578.34,
2018-09-30,Umaria,,4578.34,
2018-10-31,Umaria,,4578.34,
2018-11-30,Umaria,,4578.34,
2018-12-31,Umaria,,4578.34,
2018-01-31,Vaishali,2037.715,,
2018-02-28,Vaishali,2037.715,,
2018-03-31,Vaishali,2037.715,,
2018-04-30,Vaishali,2037.715,,
2018-05-31,Vaishali,2037.715,,
2018-06-30,Vaishali,2037.715,,
2018-07-31,Vaishali,2037.715,,
2018-08-31,Vaishali,2037.715,,
2018-09-30,Vaishali,2037.715,,
2018-10-31,Vaishali,2037.715,,
2018-11-30,Vaishali,2037.715,,
2018-12-31,Vaishali,2037.715,,
2018-01-01,Vidisha,,,7303.57
2018-01-17,Vidisha,,,7303.57
2018-01-31,Vidisha,,7303.57,
2018-02-02,Vidisha,,,7303.57
2018-02-18,Vidisha,,,7303.57
2018-02-28,Vidisha,,7303.57,
2018-03-06,Vidisha,,,7303.57
2018-03-22,Vidisha,,,7303.57
2018-04-07,Vidisha,,,7303.57
2018-04-23,Vidisha,,,7303.57
2018-04-30,Vidisha,,7303.57,
2018-05-09,Vidisha,,,7303.57
2018-05-25,Vidisha,,,7303.57
2018-05-31,Vidisha,,7303.57,
2018-06-10,Vidisha,,,7303.57
2018-06-26,Vidisha,,,7303.57
2018-06-30,Vidisha,,7303.57,
2018-07-31,Vidisha,,7303.57,
2018-08-31,Vidisha,,7303.57,
2018-09-30,Vidisha,,7303.57,
2018-10-31,Vidisha,,7303.57,
2018-11-30,Vidisha,,7303.57,
2018-12-31,Vidisha,,7303.57,
