Date,district_name,tasmax,pr
2030-01-01,,296.7528223543086,0.0
2030-01-01,,302.33471444408474,0.0
2030-01-02,,297.44139114179114,0.0
2030-01-02,,301.58349404683923,0.0
2030-01-02,,296.3519592958833,0.0
2030-01-02,,295.1914840848752,0.0
2030-01-02,,299.0153003951408,0.0
2030-01-02,,302.38947020404555,0.0
2030-01-02,,298.92728224418147,0.0
2030-01-02,,295.275521250387,0.0
2030-01-02,,297.22688983584834,0.0
2030-01-02,,302.0455516625804,0.0
2030-01-02,,295.68807499128155,0.0
2030-01-02,,298.05575610131365,0.0
2030-01-02,,297.01856571057175,0.0
2030-01-02,,294.4994343914478,0.0
2030-01-02,,299.530723300532,0.0
2030-01-02,,300.6704419223903,0.0
2030-01-02,,296.2906853146023,0.0
2030-01-02,,301.2802410963106,0.0
2030-01-02,,295.544029811136,0.0
2030-01-02,,294.4026335211147,0.0
2030-01-02,,299.88343341934007,0.0
2030-01-02,,298.7261869747899,0.0
2030-01-02,,299.54991910648175,0.0
2030-01-02,,297.94969474605574,0.0
2030-01-02,,300.35081685181876,0.0
2030-01-02,,296.9505153535454,0.0
2030-01-02,,297.98981213395143,0.0
2030-01-02,,297.12699913779653,0.0
2030-01-02,,294.8146752828495,0.0
2030-01-02,,298.121680724401,0.0
2030-01-02,,296.5704536987891,0.0
2030-01-02,,296.0223921179287,0.0
2030-01-02,,297.77729293600345,0.0
2030-01-02,,297.11808870935556,0.0
2030-01-02,,298.753807219262,0.0
2030-01-02,,296.2521105212648,0.0
2030-01-02,,296.859318505199,0.0
2030-01-02,,295.9989617132957,0.0
2030-01-02,,298.57028405389264,0.0
2030-01-02,,298.566736264752,0.0
2030-01-02,,296.3923578522727,0.0
2030-01-02,,298.1375499879471,0.0
2030-01-02,,294.79458552424416,0.0
2030-01-02,,294.49438354183013,0.0
2030-01-02,,296.0643108760085,0.0
2030-01-02,,295.8960127696366,0.0
2030-01-02,,295.2791662421053,0.0
2030-01-02,,298.6815854199327,0.0
2030-01-02,,296.707297953471,0.0
2030-01-02,,296.5990217253111,0.0
2030-01-02,,301.8736735071838,0.0
2030-01-03,,297.9879832267762,0.0
2030-01-03,,301.77078505518637,0.0
2030-01-03,,295.87356547172493,0.0
2030-01-03,,295.8577950237053,0.0
2030-01-03,,298.33970522938745,0.0
2030-01-03,,302.41535558917485,0.0
2030-01-03,,299.0951757362421,0.0
2030-01-03,,295.59246061739395,0.0
2030-01-03,,297.5798777979934,0.0
2030-01-03,,302.144778702107,0.0
2030-01-03,,296.016492341285,0.0
2030-01-03,,297.8527104083647,0.0
2030-01-03,,297.2815072606783,0.0
2030-01-03,,294.9479778628655,0.0
2030-01-03,,299.81739778524843,0.0
2030-01-03,,300.8970950323328,0.0
2030-01-03,,295.8280759599474,0.0
2030-01-03,,301.38733594940936,0.0
2030-01-03,,296.186499253556,0.0
2030-01-03,,294.95146211292274,0.0
2030-01-03,,300.09415284451285,0.0
2030-01-03,,298.8868270643219,0.0
2030-01-03,,299.83903637667237,0.0
2030-01-03,,297.90199500680774,0.0
2030-01-03,,300.68984855919825,0.0
2030-01-03,,297.0647135830515,0.0
2030-01-03,,297.603482823172,0.0
2030-01-03,,297.7038675580273,0.0
2030-01-03,,295.3133890574724,0.0
2030-01-03,,298.08214789466757,0.0
2030-01-03,,297.1209753620007,0.0
2030-01-03,,296.34168390558455,0.0
2030-01-03,,297.9739883888924,0.0
2030-01-03,,297.6362344212273,0.0
2030-01-03,,299.2579744529989,0.0
2030-01-03,,296.37051717538327,0.0
2030-01-03,,297.2221028193131,0.0
2030-01-03,,296.26081924302486,0.0
2030-01-03,,298.8425548554775,0.0
2030-01-03,,298.1426063126906,0.0
2030-01-03,,296.14743073343027,0.0
2030-01-03,,298.55411142291445,0.0
2030-01-03,,295.381088888553,0.0
2030-01-03,,295.1529347205171,0.0
2030-01-03,,296.31103658230506,0.0
2030-01-03,,296.1492978722604,0.0
2030-01-03,,295.7253288727275,0.0
2030-01-03,,299.16403238917223,0.0
2030-01-03,,296.6424709377346,0.0
2030-01-03,,297.0845179109492,0.0
2030-01-03,,301.917339713505,0.0
2030-01-04,,298.6235024803563,0.0
2030-01-04,,302.3778473975535,0.0
2030-01-04,,295.6951360302519,0.0
2030-01-04,,296.1720799795055,0.0
2030-01-04,,298.16676653763795,0.0
2030-01-04,,302.9471358031712,0.0
2030-01-04,,298.8694713990466,0.0
2030-01-04,,295.9200170707329,0.0
2030-01-04,,297.99438035893735,0.0
2030-01-04,,302.3609286910254,0.0
2030-01-04,,296.1021151200157,0.0
2030-01-04,,297.62679840538834,0.0
2030-01-04,,297.255820534446,0.0
2030-01-04,,295.17394482722483,0.0
2030-01-04,,300.15648998810383,0.0
2030-01-04,,301.42872361847515,0.0
2030-01-04,,295.70566859775124,0.0
2030-01-04,,301.58130653195275,0.0
2030-01-04,,296.624845336742,0.0
2030-01-04,,295.22826341734793,0.0
2030-01-04,,300.1729667887203,0.0
2030-01-04,,298.9503462283351,0.0
2030-01-04,,300.29262473845085,0.0
2030-01-04,,297.73905295730975,0.0
2030-01-04,,301.2582281983555,0.0
2030-01-04,,296.924694622468,0.0
2030-01-04,,297.44039541359984,0.0
2030-01-04,,298.52164610482697,0.0
2030-01-04,,295.65201735038823,0.0
2030-01-04,,298.0015526320246,0.0
2030-01-04,,297.952178759557,0.0
2030-01-04,,296.31685767929497,0.0
2030-01-04,,298.2383346253657,0.0
2030-01-04,,298.1667379819751,0.0
2030-01-04,,299.88721908618624,0.0
2030-01-04,,296.2964264658248,0.0
2030-01-04,,297.35917000495954,0.0
2030-01-04,,296.15631578596174,0.0
2030-01-04,,299.14858394671194,0.0
2030-01-04,,297.89561391321024,0.0
2030-01-04,,295.93997371412667,0.0
2030-01-04,,299.0056745548441,0.0
2030-01-04,,295.73074588371185,0.0
2030-01-04,,295.43305733496743,0.0
2030-01-04,,296.00225206892077,0.0
2030-01-04,,295.84151113873963,0.0
2030-01-04,,295.8782095367686,0.0
2030-01-04,,299.6793724153271,0.0
2030-01-04,,296.4486728977512,0.0
2030-01-04,,297.44715892526267,0.0
2030-01-04,,302.38095525549437,0.0
2030-01-05,,298.82495087071476,0.0
2030-01-05,,303.0070093046358,0.0
2030-01-05,,295.32198305108955,0.0
2030-01-05,,296.4605496013707,0.0
2030-01-05,,297.6738706321585,0.0
2030-01-05,,303.46504130439797,0.0
2030-01-05,,298.548755645752,0.0
2030-01-05,,296.2716654499449,0.0
2030-01-05,,297.841437020836,0.0
2030-01-05,,302.4075673854098,0.0
2030-01-05,,296.5505826680926,0.0
2030-01-05,,297.14879192205154,0.0
2030-01-05,,297.2207383283114,0.0
2030-01-05,,295.85685699113964,0.0
2030-01-05,,300.2131403878032,0.0
2030-01-05,,301.86387574397315,0.0
2030-01-05,,295.3133837487963,0.0
2030-01-05,,301.61747472809594,0.0
2030-01-05,,296.8859567460752,0.0
2030-01-05,,295.80138528506575,0.0
2030-01-05,,300.012060684173,0.0
2030-01-05,,298.59701760684743,0.0
2030-01-05,,300.56816209000095,0.0
2030-01-05,,297.34133550903056,0.0
2030-01-05,,301.7040772738245,0.0
2030-01-05,,296.79730740071557,0.0
2030-01-05,,296.997084007847,0.0
2030-01-05,,298.7861231734557,0.0
2030-01-05,,296.0863085708486,0.0
2030-01-05,,297.5590105601002,0.0
2030-01-05,,298.3155825849656,0.0
2030-01-05,,296.56309855092354,0.0
2030-01-05,,297.90227065371334,0.0
2030-01-05,,298.24780221108927,0.0
2030-01-05,,300.19023642828245,0.0
2030-01-05,,296.348799857784,0.0
2030-01-05,,297.3077347041425,0.0
2030-01-05,,296.332772856161,0.0
2030-01-05,,298.98010656692253,0.0
2030-01-05,,297.3580182788288,0.0
2030-01-05,,295.68771437381724,0.0
2030-01-05,,299.0383757388953,0.0
2030-01-05,,296.3720205147153,0.0
2030-01-05,,295.99530442166594,0.0
2030-01-05,,296.00372541195884,0.0
2030-01-05,,295.83178723873664,0.0
2030-01-05,,296.38443279475405,0.0
2030-01-05,,299.93732517642115,0.0
2030-01-05,,296.24650635132195,0.0
2030-01-05,,297.403063055651,0.0
2030-01-05,,302.68628172694656,0.0
2030-01-06,,299.1016377900776,0.0
2030-01-06,,303.152179480245,0.0
2030-01-06,,295.46260784898635,0.0
2030-01-06,,296.5609881113033,0.0
2030-01-06,,297.76555236250437,0.0
2030-01-06,,303.7419035862551,0.0
2030-01-06,,299.084358229054,0.0
2030-01-06,,296.23877511519044,0.0
2030-01-06,,298.15559570819016,0.0
2030-01-06,,303.085404026762,0.0
2030-01-06,,296.72590396237877,0.0
2030-01-06,,297.4484783751657,0.0
2030-01-06,,297.34331562788014,0.0
2030-01-06,,296.07040461638354,0.0
2030-01-06,,300.85480288682487,0.0
2030-01-06,,302.3181452763103,0.0
2030-01-06,,295.37710819244387,0.0
2030-01-06,,302.33654962865324,0.0
2030-01-06,,296.97100534365165,0.0
2030-01-06,,295.9296281861986,0.0
2030-01-06,,300.5971099291842,0.0
2030-01-06,,299.0106783826813,0.0
2030-01-06,,301.2415912226742,0.0
2030-01-06,,297.47727111612505,0.0
2030-01-06,,302.12497441700714,0.0
2030-01-06,,296.9330168425106,0.0
2030-01-06,,297.0933525405244,0.0
2030-01-06,,298.89295145306835,0.0
2030-01-06,,296.082062846079,0.0
2030-01-06,,297.771456134853,0.0
2030-01-06,,298.36058519386825,0.0
2030-01-06,,296.7165607859023,0.0
2030-01-06,,298.203968865748,0.0
2030-01-06,,298.46459874094336,0.0
2030-01-06,,300.60914006957165,0.0
2030-01-06,,296.55715559434,0.0
2030-01-06,,297.4406339502252,0.0
2030-01-06,,296.52226125861097,0.0
2030-01-06,,299.4608905257369,0.0
2030-01-06,,297.51428842643287,0.0
2030-01-06,,295.814517542748,0.0
2030-01-06,,299.50271691216363,0.0
2030-01-06,,296.5272097232887,0.0
2030-01-06,,296.1858570490169,0.0
2030-01-06,,296.24558074095546,0.0
2030-01-06,,296.12969923662547,0.0
2030-01-06,,296.57148944030246,0.0
2030-01-06,,300.47390644252846,0.0
2030-01-06,,296.3819824951904,0.0
2030-01-06,,297.5577602735806,0.0
2030-01-06,,303.34966614250385,0.0
2030-01-07,,299.2750503138492,0.0
2030-01-07,,302.93931412115325,0.0
2030-01-07,,296.37855704941234,0.0
2030-01-07,,296.52279846564096,0.0
2030-01-07,,298.67488483151556,0.0
2030-01-07,,303.634911631172,0.0
2030-01-07,,299.9981814254102,0.0
2030-01-07,,296.35145988389706,0.0
2030-01-07,,298.47781389798365,0.0
2030-01-07,,303.30825760212355,0.0
2030-01-07,,296.61493547219015,0.0
2030-01-07,,298.30750557667596,0.0
2030-01-07,,297.58055002938005,0.0
2030-01-07,,295.79108782577845,0.0
2030-01-07,,301.1058298713867,0.0
2030-01-07,,302.2377739430402,0.0
2030-01-07,,296.24946897294797,0.0
2030-01-07,,302.7421320380235,0.0
2030-01-07,,296.99536656493285,0.0
2030-01-07,,295.71730693576444,0.0
2030-01-07,,301.209507729622,0.0
2030-01-07,,299.70057421259526,0.0
2030-01-07,,301.27504603433636,0.0
2030-01-07,,298.08002040327796,0.0
2030-01-07,,301.99256932364153,0.0
2030-01-07,,297.346892357219,0.0
2030-01-07,,297.88376764131243,0.0
2030-01-07,,299.0790064572625,0.0
2030-01-07,,296.01487549520505,0.0
2030-01-07,,298.40121938221495,0.0
2030-01-07,,298.4598364557611,0.0
2030-01-07,,296.77381246840446,0.0
2030-01-07,,298.6853212961954,0.0
2030-01-07,,298.67822596297043,0.0
2030-01-07,,300.63123585234945,0.0
2030-01-07,,296.85526330226486,0.0
2030-01-07,,297.677061224067,0.0
2030-01-07,,296.68745702515736,0.0
2030-01-07,,299.8813297976604,0.0
2030-01-07,,298.300159951915,0.0
2030-01-07,,296.5660296520306,0.0
2030-01-07,,299.7121735004463,0.0
2030-01-07,,296.157339634698,0.0
2030-01-07,,295.9043922987906,0.0
2030-01-07,,296.6041824911243,0.0
2030-01-07,,296.44784091956814,0.0
2030-01-07,,296.39324417348394,0.0
2030-01-07,,300.51744891395845,0.0
2030-01-07,,296.98502785622526,0.0
2030-01-07,,297.7914489913773,0.0
2030-01-07,,303.38662233712233,0.0
2030-01-08,,298.8452746993617,0.0
2030-01-08,,302.47712779885063,0.0
2030-01-08,,296.7829540328474,0.0
2030-01-08,,296.3298797105724,0.0
2030-01-08,,299.4463609925359,0.0
2030-01-08,,303.07800889436993,0.0
2030-01-08,,299.4367405459178,0.0
2030-01-08,,296.0131775469695,0.0
2030-01-08,,298.2837998512869,0.0
2030-01-08,,302.79678126125475,0.0
2030-01-08,,296.51703653515324,0.0
2030-01-08,,298.5038961301814,0.0
2030-01-08,,297.68131036894704,0.0
2030-01-08,,295.6044673064138,0.0
2030-01-08,,300.523558406423,0.0
2030-01-08,,301.61817054313235,0.0
2030-01-08,,296.7041546715631,0.0
2030-01-08,,301.8794547197296,0.0
2030-01-08,,296.7719247077366,0.0
2030-01-08,,295.50139196333885,0.0
2030-01-08,,300.54672428435345,0.0
2030-01-08,,299.41802628717505,0.0
2030-01-08,,300.5920878010552,0.0
2030-01-08,,298.40067586920054,0.0
2030-01-08,,301.4167361148862,0.0
2030-01-08,,297.5300113942638,0.0
2030-01-08,,298.39947025504654,0.0
2030-01-08,,298.6031405267423,0.0
2030-01-08,,295.7082060835541,0.0
2030-01-08,,298.64743051369845,0.0
2030-01-08,,298.0426699123596,0.0
2030-01-08,,296.7592847370363,0.0
2030-01-08,,298.6214234857445,0.0
2030-01-08,,298.36235385409066,0.0
2030-01-08,,300.0696751093282,0.0
2030-01-08,,296.810025989316,0.0
2030-01-08,,297.6581234424318,0.0
2030-01-08,,296.6701003112612,0.0
2030-01-08,,299.5286156749497,0.0
2030-01-08,,298.9469854619438,0.0
2030-01-08,,296.87599030737294,0.0
2030-01-08,,299.36369030885015,0.0
2030-01-08,,296.10929857765694,0.0
2030-01-08,,295.7888913619563,0.0
2030-01-08,,296.7049307136893,0.0
2030-01-08,,296.5913637841138,0.0
2030-01-08,,296.26363939070376,0.0
2030-01-08,,299.99179557339875,0.0
2030-01-08,,297.2318769941816,0.0
2030-01-08,,297.61166603544837,0.0
2030-01-08,,302.56953924776934,0.0
2030-01-09,,298.4022355581585,0.0
2030-01-09,,302.4972084272844,0.0
2030-01-09,,296.30439849247205,7.499104465781102E-8
2030-01-09,,295.6821610149278,1.3100421003725551E-9
2030-01-09,,298.97271065737567,2.0035885326872843E-7
2030-01-09,,303.48561569252433,0.0
2030-01-09,,300.02745016358745,9.986572095456339E-8
2030-01-09,,295.78823722645257,0.0
2030-01-09,,297.77220079097515,2.8107270055948915E-7
2030-01-09,,303.4052433960827,0.0
2030-01-09,,296.5411872494543,4.36697776424479E-8
2030-01-09,,298.5632301437446,3.0716477185091564E-7
2030-01-09,,297.6845746456435,5.472808155545471E-7
2030-01-09,,295.7228724765693,0.0
2030-01-09,,300.38183273187207,1.9580425232720483E-8
2030-01-09,,301.6257659377011,0.0
2030-01-09,,296.27374707327954,3.121413137543685E-7
2030-01-09,,302.57339672925997,2.483841401595018E-9
2030-01-09,,296.19454689375357,8.382712742100394E-9
2030-01-09,,295.5830622248167,0.0
2030-01-09,,300.9589292894193,1.412504851330966E-7
2030-01-09,,299.5608589544216,4.361961098865544E-7
2030-01-09,,300.44009982038324,0.0
2030-01-09,,298.4211446681373,9.804443955168885E-7
2030-01-09,,301.2522010272351,0.0
2030-01-09,,297.4934310164835,5.179168369346564E-7
2030-01-09,,298.1152854305224,5.645014112881899E-7
2030-01-09,,298.5119085603637,0.0
2030-01-09,,295.7056697159747,0.0
2030-01-09,,298.64492803210226,7.508924767881613E-7
2030-01-09,,298.06495299087254,0.0
2030-01-09,,296.78242020936415,1.1121164042382308E-7
2030-01-09,,298.4023380679756,5.937383914720561E-7
2030-01-09,,297.8146863434273,3.097583408825407E-8
2030-01-09,,299.74609801710955,0.0
2030-01-09,,296.8200350557367,1.6916451887111742E-9
2030-01-09,,297.3254200667404,3.89644289912288E-7
2030-01-09,,296.68460494623395,3.556950905901017E-8
2030-01-09,,299.3286944138583,2.5206959652783125E-7
2030-01-09,,298.7410257390814,5.271343384430552E-7
2030-01-09,,296.5285602455108,1.0946312061349129E-7
2030-01-09,,298.78729236487186,1.3088308295747E-8
2030-01-09,,296.1769034360965,0.0
2030-01-09,,295.6825753401583,6.321768110783364E-10
2030-01-09,,296.6687572443597,1.1258903347950415E-8
2030-01-09,,296.59376963944334,7.3147382024295764E-9
2030-01-09,,296.1811224282285,1.978805970521118E-8
2030-01-09,,299.45502414018387,0.0
2030-01-09,,297.04466710362703,3.33260147452004E-7
2030-01-09,,296.92538724161045,2.1342216993802556E-7
2030-01-09,,303.1377786991633,0.0
2030-01-10,,298.47335672378534,0.0
2030-01-10,,302.55025705477084,0.0
2030-01-10,,295.2535216813582,2.8758041356637963E-6
2030-01-10,,295.3381230975608,1.710195650790725E-6
2030-01-10,,299.2887792703639,3.838620100786676E-7
2030-01-10,,303.6146197170396,0.0
2030-01-10,,300.44590038189784,1.3237780282500558E-7
2030-01-10,,295.8706242510951,0.0
2030-01-10,,297.99666155423364,2.5393482452165464E-7
2030-01-10,,303.77018646889553,0.0
2030-01-10,,295.3272016528184,2.7658996965658586E-5
2030-01-10,,298.7719605686889,3.6361821461152555E-7
2030-01-10,,296.28284308438464,2.8273392418566624E-5
2030-01-10,,295.54686015723775,0.0
2030-01-10,,300.8846858887035,2.929469020447707E-9
2030-01-10,,301.8624699393786,0.0
2030-01-10,,295.57704025904343,2.451063412323151E-6
2030-01-10,,302.8819658232898,8.880712575077264E-9
2030-01-10,,295.92503785986224,4.627652305511834E-7
2030-01-10,,295.4535328735585,0.0
2030-01-10,,301.35844952896,5.8487619897584954E-8
2030-01-10,,299.8451787355568,1.8910787353413929E-7
2030-01-10,,300.89575648074725,0.0
2030-01-10,,297.47646284209605,3.707763165964261E-6
2030-01-10,,301.43995566396546,0.0
2030-01-10,,296.34809731934826,1.8267435075994617E-5
2030-01-10,,297.6350272782072,1.8868918427479777E-6
2030-01-10,,298.25233004194524,0.0
2030-01-10,,295.67438842613666,0.0
2030-01-10,,298.2739913310786,1.0262739019671603E-6
2030-01-10,,297.7765038404246,0.0
2030-01-10,,295.50861191935894,3.213761995562841E-5
2030-01-10,,298.4584485138871,9.908869550699083E-7
2030-01-10,,297.81862919002674,1.0201357615843913E-7
2030-01-10,,299.9055532641163,0.0
2030-01-10,,296.65056578105384,1.2252512216874533E-6
2030-01-10,,296.5058111620198,1.298572267510511E-5
2030-01-10,,296.02286032247747,1.5431314665209875E-5
2030-01-10,,299.7505999000506,4.767996043558421E-8
2030-01-10,,298.6542546448007,8.722953986862362E-7
2030-01-10,,295.6969614722465,3.6429290980076544E-6
2030-01-10,,299.216954857412,6.921706646678122E-9
2030-01-10,,296.0355434359946,9.55284954308069E-9
2030-01-10,,295.40872216858713,6.93162850200675E-7
2030-01-10,,296.47327328976075,5.449123444836958E-7
2030-01-10,,296.4024077251927,2.938360710415793E-7
2030-01-10,,295.34180788594557,1.4465462368077639E-5
2030-01-10,,299.88524338723283,0.0
2030-01-10,,296.0900986313461,8.918637286114969E-6
2030-01-10,,296.79203060462214,1.6680915103885182E-6
2030-01-10,,303.3624781499635,0.0
2030-01-11,,298.63844286768057,0.0
2030-01-11,,302.37002511786886,0.0
2030-01-11,,296.8778507325296,4.0498585144544834E-7
2030-01-11,,295.4235499262418,8.747853953618E-7
2030-01-11,,299.7242176359371,5.339329804100285E-7
2030-01-11,,303.5159902468186,0.0
2030-01-11,,301.35356554539084,1.0654120330520957E-8
2030-01-11,,295.9463349881704,0.0
2030-01-11,,298.55868023757625,2.0212010367799377E-7
2030-01-11,,304.2155638999128,0.0
2030-01-11,,294.49600556306063,7.791717408174883E-6
2030-01-11,,299.861419982266,7.485495724716144E-8
2030-01-11,,296.13495199656415,7.370305294550701E-6
2030-01-11,,295.7939956920023,0.0
2030-01-11,,301.2259023773647,0.0
2030-01-11,,301.8006988873629,0.0
2030-01-11,,296.67697798411047,3.961814793562724E-7
2030-01-11,,303.2169123486775,0.0
2030-01-11,,296.0755145857249,3.5982823535474864E-7
2030-01-11,,295.6581488293854,0.0
2030-01-11,,301.97666532780414,0.0
2030-01-11,,300.7582080385866,8.778839027003005E-9
2030-01-11,,300.9650391572642,0.0
2030-01-11,,298.98559218578725,4.978946902280615E-7
2030-01-11,,301.34987092823917,0.0
2030-01-11,,296.5766678272141,7.483565173713395E-6
2030-01-11,,298.74998122854225,3.3827381560506877E-7
2030-01-11,,298.31673413512726,0.0
2030-01-11,,295.8113243675565,0.0
2030-01-11,,299.5959709910995,3.26735875284725E-8
2030-01-11,,297.8105005039229,0.0
2030-01-11,,294.4290266451369,1.174210533245844E-5
2030-01-11,,299.33341140645757,2.619762894418511E-7
2030-01-11,,298.0941757653065,7.80603801319975E-8
2030-01-11,,299.92695850747276,0.0
2030-01-11,,295.8519026467529,9.33946860249867E-6
2030-01-11,,296.6086295295969,3.669135939914277E-6
2030-01-11,,294.9868142031093,1.2388987212024682E-5
2030-01-11,,300.37196936491296,2.1218656196045414E-8
2030-01-11,,299.88485528223265,1.5587038863299075E-7
2030-01-11,,296.5132164213908,5.068685463752859E-6
2030-01-11,,299.5997495362253,5.41559915655173E-9
2030-01-11,,296.19925096242855,7.284711012802705E-9
2030-01-11,,295.58967563279725,3.167096995721214E-7
2030-01-11,,295.7216855058046,1.2653750030669099E-5
2030-01-11,,296.0189870492571,8.0906557269129E-6
2030-01-11,,294.9568234468332,4.062286484002249E-6
2030-01-11,,299.99921588692916,0.0
2030-01-11,,296.7089909917241,6.50507379120697E-6
2030-01-11,,297.1400898524693,8.798981865964194E-7
2030-01-11,,303.36281651382575,0.0
2030-01-12,,299.0993721108688,0.0
2030-01-12,,302.4809100350068,0.0
2030-01-12,,297.90349307702337,1.2711757636794416E-7
2030-01-12,,296.5423192946549,2.5008556239189352E-8
2030-01-12,,301.9319961048907,1.9253139931102246E-7
2030-01-12,,303.6557624900451,0.0
2030-01-12,,301.8242871058073,1.2131569613119624E-6
2030-01-12,,295.88461814327945,0.0
2030-01-12,,299.0823597761605,0.0
2030-01-12,,304.34037029726295,0.0
2030-01-12,,295.5423035118814,8.694155003854332E-7
2030-01-12,,301.02648909969037,6.334030745753543E-7
2030-01-12,,297.7031772482464,7.986713488222554E-7
2030-01-12,,295.5678386168198,0.0
2030-01-12,,301.3793299353809,2.247846583838839E-8
2030-01-12,,301.89682052701494,0.0
2030-01-12,,298.2953239123027,3.004217239082557E-8
2030-01-12,,303.4368488870017,7.405163207833053E-8
2030-01-12,,297.0571340247726,0.0
2030-01-12,,295.5002833816791,0.0
2030-01-12,,302.24928112069034,4.607590418548703E-7
2030-01-12,,301.21485530051865,5.014692254737857E-7
2030-01-12,,301.0523902581573,0.0
2030-01-12,,300.16734499177323,7.808040287674972E-8
2030-01-12,,301.39319602000626,0.0
2030-01-12,,297.77651560735245,1.087859266397865E-6
2030-01-12,,300.3904541381105,9.277407411178279E-8
2030-01-12,,298.696819670673,0.0
2030-01-12,,295.67369665442135,0.0
2030-01-12,,300.62638924643073,1.5726088295093143E-7
2030-01-12,,298.0929818303586,0.0
2030-01-12,,295.61829769495836,1.5678617199034132E-6
2030-01-12,,299.864160820909,8.831976455301577E-8
2030-01-12,,298.80969436461805,0.0
2030-01-12,,300.04278232097414,0.0
2030-01-12,,295.5644183476542,2.2415877399979725E-6
2030-01-12,,297.97296228458754,3.4146616372549844E-7
2030-01-12,,295.46378799229944,2.0919571489322703E-6
2030-01-12,,300.6317056440759,1.5257456277209496E-7
2030-01-12,,301.5196734995082,2.3920255619368693E-7
2030-01-12,,297.41046994001226,1.030206564715603E-6
2030-01-12,,299.87702300331813,0.0
2030-01-12,,296.1234692625228,0.0
2030-01-12,,295.8877588660971,1.245917194432155E-8
2030-01-12,,295.46052382995043,3.6768101393000027E-6
2030-01-12,,294.740341556968,5.994884338524186E-6
2030-01-12,,295.764125825647,4.0531684004545624E-7
2030-01-12,,300.11925953169833,0.0
2030-01-12,,297.6533555955858,1.132396776937183E-6
2030-01-12,,298.2101448720483,2.254642144886648E-8
2030-01-12,,303.49546612174447,0.0
2030-01-13,,299.3793998517488,0.0
2030-01-13,,301.4824800362108,0.0
2030-01-13,,298.09546535062475,2.0643275269056727E-5
2030-01-13,,297.8087069044207,0.0
2030-01-13,,298.58811893342124,6.084771396451689E-5
2030-01-13,,302.40548049168325,0.0
2030-01-13,,299.77954490579293,9.754317266268123E-6
2030-01-13,,295.53725004849366,0.0
2030-01-13,,299.41088606331857,0.0
2030-01-13,,301.7336484868477,0.0
2030-01-13,,296.94510629258474,4.002898869697734E-8
2030-01-13,,298.43196690716223,1.69125044319824E-5
2030-01-13,,298.642158626604,8.845296920168349E-10
2030-01-13,,295.8369220072696,0.0
2030-01-13,,300.9364834213997,3.118119226010312E-9
2030-01-13,,301.176667661213,0.0
2030-01-13,,297.5030006726583,6.151070232027521E-6
2030-01-13,,302.26117716533395,1.3568123189530782E-7
2030-01-13,,298.1553498067177,0.0
2030-01-13,,295.72755977710847,0.0
2030-01-13,,301.25802847375326,6.497479486656952E-8
2030-01-13,,300.30284364331675,1.4736818672717923E-6
2030-01-13,,300.5951706731093,0.0
2030-01-13,,299.50428664923254,1.8667986768057936E-6
2030-01-13,,300.6849696094268,0.0
2030-01-13,,298.51940767209925,1.1488046825953019E-7
2030-01-13,,298.82435683036596,1.303182489506935E-5
2030-01-13,,298.82681173780014,0.0
2030-01-13,,295.58028497080124,0.0
2030-01-13,,299.4275371360612,5.4353954125810125E-6
2030-01-13,,298.1826701411193,0.0
2030-01-13,,297.2438526207225,6.94473649769817E-8
2030-01-13,,299.8024931361793,1.9206080255534213E-7
2030-01-13,,299.36595059728506,0.0
